file_path,metadata
Real-world%20Electric%20Bus%20Operation_Working%20Paper%20final%20_revised.pdf,"{""Manuscript Number"": ""WRI-D-22-00097"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI India"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wriwp.22.00097"", ""Article Title"": ""Battery-Life in E-buses Under Different External Conditions"", ""All authors"": ""Parveen Kumar, PhD; Pawan Mulukutla; Priyansh Doshi"", ""Date accepted"": ""8/1/23"", ""Date submitted "": ""8/9/22"", ""Funder (cleaned)"": ""TUMI"", ""Funder (raw)"": ""TUMI e-bu project"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""E-bus"", ""YEAR Submitted"": 2022, ""YEAR accepted"": 2023, ""WRI lead author - FIRST name"": ""Parveen"", ""WRI lead author - LAST name"": ""Kumar"", ""Source URL"": ""https://wri-india.org/sites/default/files/Real-world%20Electric%20Bus%20Operation_Working%20Paper%20final%20_revised.pdf""}"
Seizing_the_Urban_Opportunity_WEB-1.pdf,"{""Manuscript Number"": ""WRI-D-19-00105"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI Global "", ""Other weblink (not DOI)"": ""https://urbantransitions.global/en/publication/the-future-of-urban-mobility-the-case-for-electric-bus-deployment-in-bogota-colombia/"", ""Article Title"": ""The Future of Urban Mobility: The Case for Electric Bus Deployment in Bogota, Colombia"", ""All authors"": ""Ryan Thompson Sclar; Emmett Werthmann; Jone Orbea; Eduardo Siqueira; Virginia Tavares; Berta Pinheiro; Cristina Albuquerque"", ""Date accepted"": ""3/25/20"", ""Date submitted "": ""8/12/19"", ""Funder (cleaned)"": ""Coalition for Urban Transition"", ""Funder (raw)"": ""CUT"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Ebus"", ""YEAR Submitted"": 2019, ""YEAR accepted"": 2020, ""WRI lead author - FIRST name"": ""Ryan"", ""WRI lead author - LAST name"": ""Sclar"", ""Source URL"": ""https://urbantransitions.global/wp-content/uploads/2021/03/Seizing_the_Urban_Opportunity_WEB-1.pdf""}"
sustainable-urban-mobility-ndcs-essential-role-public-transport.pdf,"{""Manuscript Number"": ""WRI-D-22-00018"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI Global "", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wriwp.22.00018"", ""Article Title"": ""Sustainable Urban Mobility in the NDCs: the Essential Role of Public Transport"", ""All authors"": ""Anna Kustar; Benjamin Welle; Thet Hein Tun"", ""Date accepted"": ""8/29/22"", ""Date submitted "": ""1/31/22"", ""Funder (cleaned)"": ""Ross Philanthropies"", ""Funder (raw)"": ""Ross/Cities"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2022, ""YEAR accepted"": 2022, ""WRI lead author - FIRST name"": ""Thet"", ""WRI lead author - LAST name"": ""Hein"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2022-09/sustainable-urban-mobility-ndcs-essential-role-public-transport_0.pdf?VersionId=aDJstKWe_3s9k298sFxskKlqEeuskM4P""}"
technical-note-dataset-us-school-bus-fleets-2.pdf,"{""Manuscript Number"": ""WRI-D-22-00076"", ""Article Type"": ""Technical Note"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI US"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/writn.22.00076"", ""Article Title"": ""Technical Note: Dataset of School Bus Fleets in the United States"", ""All authors"": ""Leah Lazer"", ""Date accepted"": ""11/16/22"", ""Date submitted "": ""7/1/22"", ""Funder (cleaned)"": ""Bezos Earth Fund"", ""Funder (raw)"": ""Bezos Earth Fund (for Electric School Bus Initiative)"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""ESBI"", ""YEAR Submitted"": 2022, ""YEAR accepted"": 2022, ""WRI lead author - FIRST name"": ""Leah"", ""WRI lead author - LAST name"": ""Lazer"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2024-06/technical-note-dataset-us-school-bus-fleets-2.pdf?VersionId=Y8UHY9Vfkb5myrpEtMRKFRI1O1LCZofV""}"
technical-note-ev-grid.pdf,"{""Manuscript Number"": ""WRI-D-20-00009"", ""Article Type"": ""Technical Note"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI China"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/writn.20.00009"", ""Article Title"": ""Simulator for Electric Vehicles (EVs) on the Grid: Quantifying the load impacts of electric vehicles on a low-voltage distribution grid"", ""All authors"": ""Lulu Xue"", ""Date accepted"": ""10/29/20"", ""Date submitted "": ""1/17/20"", ""Funder (cleaned)"": ""UPS"", ""Funder (raw)"": ""UPS"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2020, ""YEAR accepted"": 2020, ""WRI lead author - FIRST name"": ""Lulu"", ""WRI lead author - LAST name"": ""Xue"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/technical-note-ev-grid.pdf""}"
toward-credible-transport-co2-emissions-accounting-china.pdf,"{""Manuscript Number"": ""WRI-D-22-00015"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI China"", ""DOI (from RDI mastersheet)"": "" https://doi.org/10.46830/wriwp.22.00015"", ""Article Title"": ""Credible Transport CO2 Emissions Accounting: Methods and Statistical Data in China"", ""All authors"": ""Lulu Xue"", ""Date accepted"": ""9/7/22"", ""Date submitted "": ""1/28/22"", ""Funder (cleaned)"": ""IKI-BMU"", ""Funder (raw)"": ""IKI-BMU"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2022, ""YEAR accepted"": 2022, ""WRI lead author - FIRST name"": ""Lulu"", ""WRI lead author - LAST name"": ""Xue"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2023-01/toward-credible-transport-co2-emissions-accounting-china.pdf?VersionId=9MUbUJTjT7f3HfeYIDPGgmOt32b_qMEi""}"
understanding-impact-bus-aggregators-urban-mobility-indias-national-capital-region.pdf,"{""Manuscript Number"": ""WRI-D-18-00116"", ""Article Type"": ""Practice Note"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI India"", ""Other weblink (not DOI)"": ""https://www.wri.org/research/understanding-impact-bus-aggregators-urban-mobility-indias-national-capital-region"", ""Article Title"": ""Understanding the Impact of Bus Aggregators on Urban Mobility in India's National Capital Region"", ""All authors"": ""Jyot Chadha; Ojas Shetty; Srikanth Shastry"", ""Date accepted"": ""8/13/19"", ""Date submitted "": ""9/14/18"", ""Funder (cleaned)"": ""Co-funded"", ""Funder (raw)"": ""Shell Foundation and Hewlett Foundation"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""e-bus"", ""YEAR Submitted"": 2018, ""YEAR accepted"": 2019, ""WRI lead author - FIRST name"": ""Jyot"", ""WRI lead author - LAST name"": ""Chadha"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/understanding-impact-bus-aggregators-urban-mobility-indias-national-capital-region.pdf""}"
visioning-to-implementation-executive-summary.pdf,"{""Manuscript Number"": ""WRI-D-22-00084"", ""Article Type"": ""Report"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI Global "", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wrirpt.22.00084"", ""Article Title"": ""Visioning to Implementation: Transport Decarbonization Policies and National Climate Targets in China, India, and Vietnam"", ""All authors"": ""Yiqian Zhang; Sebastian Castellanos; Ben Welle"", ""Date accepted"": ""10/3/23"", ""Date submitted "": ""7/11/22"", ""Funder (cleaned)"": ""German government"", ""Funder (raw)"": ""German Ministry for Economic Affairs and Climate Action of Germany (BMWK)/GIZ"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2022, ""YEAR accepted"": 2023, ""WRI lead author - FIRST name"": ""Yiqian"", ""WRI lead author - LAST name"": ""Zhang"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2024-01/visioning-to-implementation-executive-summary.pdf?VersionId=Oab.tLPmU7N9sGdy6cRYAkWL7XHBxIwZ""}"
WP_Ebus%20Financing%2010th%20Sep%20V2%201.pdf,"{""Manuscript Number"": ""WRI-D-23-00087"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI India"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wriwp.23.00087"", ""Article Title"": ""Assessing Financing Challenges for Implementing the Large-scale Electric Bus Program in India"", ""All authors"": ""Manish Dutta Pandey; Aswathy KP"", ""Date accepted"": ""8/11/24"", ""Date submitted "": ""5/31/23"", ""Funder (cleaned)"": ""Shakti Sustainable Energy Foundation"", ""Funder (raw)"": ""Shakti Sustainable Energy Foundation"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""E-bus"", ""YEAR Submitted"": 2023, ""YEAR accepted"": 2024, ""WRI lead author - FIRST name"": ""Manish"", ""WRI lead author - LAST name"": ""Dutta"", ""Source URL"": ""https://wri-india.org/sites/default/files/WP_Ebus%20Financing%2010th%20Sep%20V2%201.pdf""}"
zero-emission-delivery-zones.pdf,"{""Manuscript Number"": ""WRI-D-22-00022"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI US"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wriwp.22.00022"", ""Article Title"": ""Zero-Emission Delivery Zones: Advancing Zero-Emission Delivery in U.S. Cities"", ""All authors"": ""Hamilton Steimer; Sarah Cassius; Vishant Kothari"", ""Date accepted"": ""10/5/22"", ""Date submitted "": ""2/8/22"", ""Funder (cleaned)"": ""UPS"", ""Funder (raw)"": ""UPS Foundation"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2022, ""YEAR accepted"": 2022, ""WRI lead author - FIRST name"": ""Hamilton"", ""WRI lead author - LAST name"": ""Steimer"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2022-11/zero-emission-delivery-zones.pdf?VersionId=ULdVbUJL_Alz4tTB4v.8vNEuyK9aaTdO""}"
zet-promotion-in-china-en.pdf,"{""Manuscript Number"": ""WRI-D-24-00006"", ""Article Type"": ""Report"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI China"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wrirpt.24.00006"", ""Article Title"": ""Techno-economic study of zero-emission trucks in urban and regional delivery use cases: the insights from Guangdong, China"", ""All authors"": ""Lulu Xue; Ke Chen"", ""Date accepted"": ""5/1/24"", ""Date submitted "": ""1/11/24"", ""Funder (cleaned)"": ""Co-funded"", ""Funder (raw)"": ""Hewlett, IKI"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2024, ""YEAR accepted"": 2024, ""WRI lead author - FIRST name"": ""Lulu"", ""WRI lead author - LAST name"": ""Xue"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2024-06/zet-promotion-in-china-en.pdf?VersionId=QkcEhnUfwTS1zdMtn.XDEf9NE0Lp.zph""}"
completing-the-trip.pdf,"{""Manuscript Number"": ""WRI-D-25-00021"", ""Article Type"": ""Expert Note"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI US"", ""DOI (from RDI mastersheet)"": """", ""Article Title"": ""Completing the Trip: Establishing a Global Quantified Climate Goal for the Transport Sector"", ""All authors"": ""Yiqian Zhang-Billert; Ben Welle"", ""Date accepted"": """", ""Date submitted "": """", ""Funder (cleaned)"": """", ""Funder (raw)"": ""Hewlett, IKI"", ""Strategy pillar"": """", ""Work stream "": """", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": """", ""YEAR accepted"": 2025, ""WRI lead author - FIRST name"": ""Yiqian"", ""WRI lead author - LAST name"": ""Zhang-Billert"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2025-06/completing-the-trip.pdf?VersionId=UGVjcYs9YAZnMvEQesbw37GC5R41rM.e""}"

