file_path,metadata
E-auto-guidebook_WRI-India.pdf,"{""Manuscript Number"": ""WRI-D-22-00087"", ""Article Type"": ""Guidebook"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI India"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wrigb.22.00087"", ""Article Title"": ""Enabling the Shift to Electric Autorickshaws: A Guidebook for Electrification of Autorickshaw Fleets in Indian Cities"", ""All authors"": ""Chaitanya Kanuri; Kanika Gounder"", ""Date accepted"": ""9/25/23"", ""Date submitted "": ""7/12/22"", ""Funder (cleaned)"": ""Hewlett Foundation"", ""Funder (raw)"": ""Hewlett Foundation"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2022, ""YEAR accepted"": 2023, ""WRI lead author - FIRST name"": ""Chaitanya"", ""WRI lead author - LAST name"": ""Kanuri"", ""Source URL"": ""https://wri-india.org/sites/default/files/E-auto-guidebook_WRI-India.pdf""}"
e-Bus_Guidebook_22nd%20March.pdf,"{""Manuscript Number"": ""WRI-D-21-00113"", ""Article Type"": ""Guidebook"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI India"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wrigb.21.00113"", ""Article Title"": ""Guidebook On Route Prioritization And Implementation Planning For Electric Bus Fleet Rollout"", ""All authors"": ""Shyamasis Das, MSc.; Anirudh Ray; Pawan Mulukutla; Madhav Pai"", ""Date accepted"": ""11/15/21"", ""Date submitted "": ""8/11/21"", ""Funder (cleaned)"": ""Hewlett Foundation"", ""Funder (raw)"": ""Hewlett Foundation"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""E-bus"", ""YEAR Submitted"": 2021, ""YEAR accepted"": 2021, ""WRI lead author - FIRST name"": ""Shyamasis"", ""WRI lead author - LAST name"": ""Das"", ""Source URL"": ""https://wri-india.org/sites/default/files/e-Bus_Guidebook_22nd%20March.pdf""}"
electric-school-bus-us-market-study.pdf,"{""Manuscript Number"": ""WRI-D-24-00037"", ""Article Type"": ""Issue Brief"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI US"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wriib.21.00135.v3"", ""Article Title"": ""Electric school bus U.S. market study: A resource for school bus operators pursuing fleet electrification"", ""All authors"": ""Jessica Wang; Emmett Werthmann; Eleanor Jackson; Vishant Kothari; Lidia Henderson"", ""Date accepted"": ""6/27/24"", ""Date submitted "": ""4/10/24"", ""Funder (cleaned)"": ""Bezos Earth Fund"", ""Funder (raw)"": ""Bezos Earth Fund"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""ESBI"", ""YEAR Submitted"": 2024, ""YEAR accepted"": 2024, ""WRI lead author - FIRST name"": ""Jessica"", ""WRI lead author - LAST name"": ""Wang"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2024-08/electric-school-bus-us-market-study.pdf?VersionId=duRTJFb5G7D7zZnLUfEu_zet5yueS04t""}"
electrifying-ride-hailing-vehicles-unites-states-europe-canada.pdf,"{""Manuscript Number"": ""WRI-D-21-00053"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI US"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wriwp.21.00053"", ""Article Title"": ""Electrifying Ridehailing in the United States, Europe and Canada: How to Enable Ridehailing Drivers to Switch to Electric Vehicles"", ""All authors"": ""Leah Lazer; Ryan Sclar; Sadanand Wachche"", ""Date accepted"": ""10/1/21"", ""Date submitted "": ""4/12/21"", ""Funder (cleaned)"": ""Uber"", ""Funder (raw)"": ""Uber"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2021, ""YEAR accepted"": 2021, ""WRI lead author - FIRST name"": ""Leah"", ""WRI lead author - LAST name"": ""Lazer"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2021-11/electrifying-ride-hailing-vehicles-unites-states-europe-canada.pdf?VersionId=e6PhTmmNWbavTauieNfz4chQG74UsJw0""}"
electrifying-us-school-bus-fleets-equitably.pdf,"{""Manuscript Number"": ""WRI-D-22-00124"", ""Article Type"": ""Report"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI US"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wrirpt.22.00124"", ""Article Title"": ""Electrifying U.S. School Bus Fleets Equitably to Reduce Air Pollution Exposure in Underserved Communities"", ""All authors"": ""Leah Lazer; Jesse Worker; Lydia Freehafer; Charles Brown; Brian Zepka; Alejandra Achury; Rajat Shrestha; Vineesh Kodakkandathil"", ""Date accepted"": ""6/3/24"", ""Date submitted "": ""10/18/22"", ""Funder (cleaned)"": ""Bezos Earth Fund"", ""Funder (raw)"": ""Bezos Earth Fund (Electric School Bus Initiative)"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2022, ""YEAR accepted"": 2024, ""WRI lead author - FIRST name"": ""Brian"", ""WRI lead author - LAST name"": ""Zepka"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2024-08/electrifying-us-school-bus-fleets-equitably.pdf?VersionId=yOsXYP91ferM3_Hnxrq2YdAs8ZM5Ksgc""}"
financial-analysis-charging-station-wri-india.pdf,"{""Manuscript Number"": ""WRI-D-22-00085"", ""Article Type"": ""Technical Note"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI India"", ""DOI (from RDI mastersheet)"": "" https://doi.org/10.46830/writn.22.00085"", ""Article Title"": ""Financial Analysis of Charging station (FACt) - A Tool For Easy Financial Evaluation Of Deploying Public Charging Infrastructure In India"", ""All authors"": ""Shyamasis Das, MSc.; Priya Bansal; Pawan Mulukutla"", ""Date accepted"": ""12/2/22"", ""Date submitted "": ""7/11/22"", ""Funder (cleaned)"": ""German government"", ""Funder (raw)"": ""GIZ under NDC - TIA program"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""E-bus"", ""YEAR Submitted"": 2022, ""YEAR accepted"": 2022, ""WRI lead author - FIRST name"": ""Shyamasis"", ""WRI lead author - LAST name"": ""Das"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2023-04/financial-analysis-charging-station-wri-india.pdf?VersionId=dTwFC6yYQVwFiin6b1SGgg5UpLVZq3iN""}"
financing-electric-hybrid-electric-buses_0.pdf,"{""Manuscript Number"": ""WRI-D-18-00062"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI Global "", ""Other weblink (not DOI)"": ""https://www.wri.org/research/financing-electric-and-hybrid-electric-buses"", ""Article Title"": ""Electric and Hybrid Electric Buses in Public Fleets: Ten Questions for City Decision-Makers"", ""All authors"": ""Anne Maassen; Christopher Moon-Miklaucic; Xiangyi Li; Sebastian Castellanos"", ""Date accepted"": ""8/22/19"", ""Date submitted "": ""6/1/18"", ""Funder (cleaned)"": ""Co-funded"", ""Funder (raw)"": ""Citi Foundation IDB-GEF"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2018, ""YEAR accepted"": 2019, ""WRI lead author - FIRST name"": ""Christopher"", ""WRI lead author - LAST name"": ""Moon-Miklaucic"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/financing-electric-hybrid-electric-buses_0.pdf""}"
Future-Mobility-Calculator_An-electric-mobility-infrastructure-assessment-tool-technical-note.pdf,"{""Manuscript Number"": ""WRI-D-19-00026"", ""Article Type"": ""Technical Note"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI Global "", ""Other weblink (not DOI)"": ""https://urbantransitions.global/en/publication/future-mobility-calculator-an-electric-mobility-infrastructure-tool/"", ""Article Title"": ""Future Mobility Calculator: An electric mobility infrastructure assessment tool"", ""All authors"": ""Jone Orbea"", ""Date accepted"": ""3/11/21"", ""Date submitted "": ""3/12/19"", ""Funder (cleaned)"": ""Coalition for Urban Transition"", ""Funder (raw)"": ""Coalition for Urban Transition"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""ebus"", ""YEAR Submitted"": 2019, ""YEAR accepted"": 2021, ""WRI lead author - FIRST name"": ""Vishant"", ""WRI lead author - LAST name"": ""Kothari"", ""Source URL"": ""https://urbantransitions.global/wp-content/uploads/2021/03/Future-Mobility-Calculator_An-electric-mobility-infrastructure-assessment-tool-technical-note.pdf""}"
how-to-enable-electric-bus-adoption-cities-worldwide-executive-summary.pdf,"{""Manuscript Number"": ""WRI-D-18-00123"", ""Article Type"": ""Report"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI Global "", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wrirpt.18.00123"", ""Article Title"": ""Enablers for electric bus adoption in cities worldwide - a guidebook for transit agencies and bus operating entities"", ""All authors"": ""Xiangyi Li; Camron Gorguinpour; Ryan Sclar; Sebastian Castellanos"", ""Date accepted"": ""4/26/19"", ""Date submitted "": ""10/22/18"", ""Funder (cleaned)"": ""German government"", ""Funder (raw)"": ""BMZ"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2018, ""YEAR accepted"": 2019, ""WRI lead author - FIRST name"": ""Xiangyi"", ""WRI lead author - LAST name"": ""Li"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/how-to-enable-electric-bus-adoption-cities-worldwide-executive-summary.pdf""}"
improving-school-infrastructure-healthier-communities.pdf,"{""Manuscript Number"": ""WRI-D-24-00141"", ""Article Type"": ""Expert Note"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI US"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wrien.24.00141"", ""Article Title"": ""Improving school infrastructure for healthier students and communities"", ""All authors"": ""Katherine Roboff; Sue Gander"", ""Date accepted"": ""2/18/25"", ""Date submitted "": ""12/9/24"", ""Funder (cleaned)"": ""Bezos Earth Fund"", ""Funder (raw)"": ""Bezos Earth Fund"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""ESBI"", ""YEAR Submitted"": 2024, ""YEAR accepted"": 2025, ""WRI lead author - FIRST name"": ""Katherine"", ""WRI lead author - LAST name"": ""Roboff"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2025-03/improving-school-infrastructure-healthier-communities.pdf?VersionId=bs5CICF.GFd0Rn7VL317IcJMaDhUsayv""}"
needs-assessment-equitable-school-bus-electrification-united-states-school-districts-2023.pdf,"{""Manuscript Number"": ""WRI-D-23-00081"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI US"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wriwp.22.00153"", ""Article Title"": ""Needs Assessment for Equitable School Bus Electrification in U.S. School Districts"", ""All authors"": ""Eleanor Jackson; Charles T. Brown"", ""Date accepted"": ""11/18/24"", ""Date submitted "": ""5/26/23"", ""Funder (cleaned)"": ""Bezos Earth Fund"", ""Funder (raw)"": ""Bezos Earth Fund"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""ESBI"", ""YEAR Submitted"": 2023, ""YEAR accepted"": 2024, ""WRI lead author - FIRST name"": ""Eleanor"", ""WRI lead author - LAST name"": ""Jackson"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2025-03/needs-assessment-equitable-school-bus-electrification-united-states-school-districts-2023.pdf?VersionId=R47a.PsWI8cpH.gYsMRnuzgBpzgipOJC""}"
new-energy-freight-vehicles-final.pdf,"{""Manuscript Number"": ""WRI-D-20-00083"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI China"", ""Other weblink (not DOI)"": ""https://wri.org.cn/en/research/zero-emission-logistic-vehicles-promotion-challenges-and-experiences-beijing-case-study"", ""Article Title"": ""Zero Emission Freight Promotion Challenges and Experiences: Beijing Case Study"", ""All authors"": ""Shiyong Qiu; Lulu Xue; Jing Cai; Liying Song"", ""Date accepted"": ""4/19/21"", ""Date submitted "": ""7/14/20"", ""Funder (cleaned)"": ""Co-funded"", ""Funder (raw)"": ""Ross and OAK"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2020, ""YEAR accepted"": 2021, ""WRI lead author - FIRST name"": ""Shiyong"", ""WRI lead author - LAST name"": ""Qiu"", ""Source URL"": ""https://wri.org.cn/sites/default/files/2021-08/new-energy-freight-vehicles-final.pdf""}"
Open%20E-bus%20blueprint_working%20paper_web.pdf,"{""Manuscript Number"": ""WRI-D-24-00042"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Electric mobility"", ""WRI Office affiliation (primary)"": ""WRI India"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wriwp.24.00042"", ""Article Title"": ""Open E-Bus Blueprint"", ""All authors"": ""Rajit Bhat; Anirban Sinha; Prashanth Bachu; Sujith Nair; Ravi Prakash; Pramod Varma; Avinash Dubedi; Pawan Mulukutla; Madhav Pai"", ""Date accepted"": ""10/10/24"", ""Date submitted "": ""4/23/24"", ""Funder (cleaned)"": ""Unfunded or not specified"", ""Funder (raw)"": ""No Donor"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""E-bus"", ""YEAR Submitted"": 2024, ""YEAR accepted"": 2024, ""WRI lead author - FIRST name"": ""Rajit"", ""WRI lead author - LAST name"": ""Bhat"", ""Source URL"": ""https://wri-india.org/sites/default/files/Open%20E-bus%20blueprint_working%20paper_web.pdf""}"
pole-mounted-electric-vehicle-charging-preliminary-guidance.pdf,"{""Manuscript Number"": ""WRI-D-21-00023"", ""Article Type"": ""Working Paper"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI US"", ""DOI (from RDI mastersheet)"": ""https://doi.org/10.46830/wriwp.21.00023"", ""Article Title"": ""Pole-Mounted Electric Vehicle Charging: Preliminary guidance to a low-cost and more accessible public charging solution for U.S. cities"", ""All authors"": ""Emmett Werthmann; Vishant Kothari"", ""Date accepted"": ""10/4/21"", ""Date submitted "": ""2/10/21"", ""Funder (cleaned)"": ""UPS"", ""Funder (raw)"": ""UPS Foundation"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2021, ""YEAR accepted"": 2021, ""WRI lead author - FIRST name"": ""Emmett"", ""WRI lead author - LAST name"": ""Werthmann"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2021-11/pole-mounted-electric-vehicle-charging-preliminary-guidance.pdf?VersionId=xNjP5je_Ohc5WnFVVCbxWGmmk_vMIqpu""}"
quantifying-grid-impacts-large-adoption-electric-vehicles-china.pdf,"{""Manuscript Number"": ""WRI-D-19-00061"", ""Article Type"": ""Report"", ""Sub-tag (clean1)"": ""Transport decarbonization"", ""WRI Office affiliation (primary)"": ""WRI China"", ""Other weblink (not DOI)"": ""https://www.wri.org/research/quantifying-grid-impacts-large-adoption-electric-vehicles-china"", ""Article Title"": ""Modeling the grid impacts of large electric-vehicle adoption: the cases in China"", ""All authors"": ""Lulu Xue"", ""Date accepted"": ""1/13/20"", ""Date submitted "": ""5/31/19"", ""Funder (cleaned)"": ""Co-funded"", ""Funder (raw)"": ""Ross, UPS"", ""Strategy pillar"": ""CM"", ""Work stream "": ""UM"", ""Sub-tag"": ""Transport decarbonization"", ""YEAR Submitted"": 2019, ""YEAR accepted"": 2020, ""WRI lead author - FIRST name"": ""Lulu"", ""WRI lead author - LAST name"": ""Xue"", ""Source URL"": ""https://files.wri.org/d8/s3fs-public/2022-02/quantifying-grid-impacts-large-adoption-electric-vehicles-china.pdf?VersionId=uTaNtsYBiAjWu7Ri2M887scAS9E66Vl.""}"
